x0,x1,x2,y,x3,x4,x5,x6,x7
A0,A12,A0,100,3,2.03,4,250,423.85714285714283
A2,A13,A0,140,1,0.04,1,0,221.0
A2,A10,A0,339,3,2.07,12,0,405.2857142857143
A2,A3,A0,825,5,0.59,3,290,426.7142857142857
A0,A0,A0,145,3,,1,0,
A2,A41,A0,250,3,0.03,1,0,281.0
A0,A40,A1,69,1,1.22,1,1,418.85714285714283
A2,A10,A0,330,30,,49,365,
A2,A8,A1,79,1,0.61,1,0,426.0
A0,A5,A1,49,1,0.02,1,0,225.0
A0,A12,A1,30,7,,3,44,
A2,A13,A0,276,4,1.15,1,9,421.7142857142857
A2,A3,A0,65,3,0.4,2,0,345.42857142857144
A0,A0,A1,65,2,0.83,2,179,423.14285714285717
A0,A6,A1,120,2,1.79,1,206,427.0
A1,A100,A0,75,1,,1,7,
A3,A91,A0,309,2,,1,168,
A2,A10,A0,140,3,1.0,1,5,429.42857142857144
A3,A82,A1,70,1,0.43,1,0,373.42857142857144
A2,A13,A0,200,2,1.36,1,250,427.85714285714283
A0,A12,A1,60,1,0.54,1,333,369.14285714285717
A0,A162,A2,24,11,0.74,12,0,422.42857142857144
A0,A6,A1,85,7,0.09,1,0,359.0
A0,A12,A0,189,4,0.41,1,15,405.2857142857143
A2,A45,A0,160,31,0.29,33,338,405.14285714285717
A0,A101,A0,180,3,0.99,1,121,426.14285714285717
A2,A3,A1,120,4,1.31,2,188,402.42857142857144
A0,A5,A0,85,5,2.38,1,0,428.0
A0,A40,A0,125,14,0.3,1,20,378.7142857142857
A2,A3,A0,119,2,2.38,1,12,431.0
A2,A3,A1,50,1,3.68,1,25,431.57142857142856
A1,A59,A1,49,7,0.1,8,309,418.0
A0,A6,A0,65,10,0.95,1,42,424.14285714285717
A2,A10,A0,300,30,1.0,14,333,428.2857142857143
A4,A65,A0,120,3,1.92,1,166,431.0
A2,A23,A1,59,1,0.02,2,0,259.7142857142857
A3,A117,A1,77,2,1.81,1,5,429.57142857142856
A1,A116,A1,50,1,1.79,1,71,430.7142857142857
A2,A152,A0,249,4,0.16,1,0,425.2857142857143
A2,A80,A0,700,3,,1,37,
A0,A12,A0,220,3,4.0,1,76,431.7142857142857
A2,A7,A0,95,2,0.24,1,0,349.85714285714283
A2,A8,A1,90,2,1.7,2,0,425.0
A1,A75,A0,60,3,1.71,2,0,423.85714285714283
A0,A81,A0,150,3,,1,0,
A0,A0,A1,89,6,1.98,3,260,428.7142857142857
A2,A23,A1,189,4,1.0,1,8,431.14285714285717
A2,A10,A1,375,1,1.0,14,349,430.85714285714283
A0,A108,A1,50,1,2.71,1,311,428.2857142857143
A0,A5,A0,120,3,1.47,3,71,430.85714285714283
A0,A62,A1,79,2,2.24,2,45,431.0
A0,A5,A0,130,2,0.29,1,0,369.14285714285717
A0,A0,A0,150,2,0.07,1,0,242.0
A2,A45,A0,125,7,0.21,1,0,374.42857142857144
A0,A38,A0,275,2,0.19,1,0,403.14285714285717
A0,A81,A0,100,3,1.9,1,0,409.42857142857144
A2,A13,A0,210,6,0.14,1,0,334.7142857142857
A2,A7,A0,149,8,1.3,1,6,429.85714285714283
A0,A40,A0,180,4,0.22,1,0,404.85714285714283
A1,A161,A1,69,2,0.07,1,0,319.0
A2,A74,A0,200,3,,1,0,
A2,A74,A0,165,6,0.19,1,13,420.42857142857144
A1,A86,A0,149,1,5.0,7,0,430.0
A2,A111,A1,200,4,1.97,1,327,427.42857142857144
A0,A42,A1,69,3,0.62,1,174,420.85714285714283
A2,A13,A0,175,6,0.23,1,0,404.85714285714283
A1,A76,A1,60,1,,1,180,
A0,A62,A0,150,7,0.02,1,0,227.0
A2,A13,A1,110,1,0.6,3,6,429.85714285714283
A2,A102,A0,375,3,0.46,1,0,399.7142857142857
A0,A0,A0,250,5,0.41,1,0,378.85714285714283
A2,A8,A1,88,7,1.63,1,227,430.0
A2,A8,A0,495,2,0.93,1,334,431.0
A0,A0,A1,95,1,0.17,1,0,394.7142857142857
A2,A36,A0,100,4,,2,0,
A2,A41,A1,98,1,5.86,4,56,429.7142857142857
A0,A114,A0,84,3,2.36,3,0,416.0
A0,A12,A0,97,3,0.32,1,193,395.14285714285717
A0,A40,A0,125,2,0.66,1,0,325.0
A0,A0,A0,145,3,0.26,1,0,390.57142857142856
A1,A73,A0,113,25,,1,177,
,A216,A1,125,1,,1,0,
A0,A5,A1,30,1,,1,0,
A2,A48,A0,190,30,,5,365,
A2,A45,A0,140,3,0.51,1,0,390.14285714285717
A0,A6,A1,50,5,1.36,2,0,386.0
A1,A20,A0,130,13,,1,0,
A2,A2,A1,70,1,,1,0,
A0,A42,A1,130,1,2.0,6,345,431.0
A2,A7,A0,195,3,1.93,1,158,428.0
A2,A10,A0,159,2,0.35,4,0,409.2857142857143
A0,A0,A0,300,2,2.94,1,57,431.0
A2,A2,A0,82,7,,1,0,
A1,A73,A0,90,4,,1,0,
A1,A59,A1,80,2,1.36,1,24,430.0
A0,A21,A0,150,14,,1,0,
A2,A35,A0,180,3,0.21,1,0,326.7142857142857
A0,A5,A1,65,1,,1,0,
A0,A5,A1,60,3,0.82,2,197,428.7142857142857
A2,A3,A0,120,4,0.71,1,0,430.0
A0,A78,A1,79,30,,2,216,
A0,A5,A0,175,4,,1,17,
A2,A23,A0,269,1,6.18,1,216,430.42857142857144
A0,A5,A1,50,1,,1,0,
A0,A5,A1,65,1,0.47,2,80,431.0
A0,A5,A1,89,2,1.12,2,40,429.85714285714283
A0,A0,A1,60,3,0.72,1,0,389.14285714285717
A2,A17,A0,180,3,0.07,1,0,343.85714285714283
A2,A2,A1,60,3,1.78,1,0,427.0
A0,A5,A1,54,2,0.3,1,0,382.85714285714283
A1,A59,A0,175,2,4.03,3,331,427.85714285714283
A0,A4,A0,99,3,0.16,1,0,297.7142857142857
A2,A8,A0,200,3,,1,0,
,A0,A0,100,1,,1,0,
A2,A3,A1,40,10,,1,0,
A0,A26,A1,70,2,2.8,3,60,430.2857142857143
A2,A36,A0,125,7,0.52,2,0,405.2857142857143
A1,A20,A1,45,3,2.53,3,97,429.42857142857144
A2,A48,A0,253,30,,232,203,
A0,A5,A1,29,3,1.74,1,18,431.57142857142856
A0,A39,A1,37,7,2.53,4,30,397.42857142857144
A0,A51,A0,70,20,,1,0,
A2,A32,A2,200,1,,1,0,
A2,A3,A1,68,3,2.85,1,87,429.57142857142856
A2,A74,A1,219,1,1.82,20,356,431.42857142857144
,A51,A0,120,2,1.36,1,53,366.85714285714283
A3,A184,A0,100,2,4.32,2,161,430.85714285714283
A3,A82,A0,145,2,0.77,1,332,429.42857142857144
A0,A6,A1,75,2,8.31,2,309,431.57142857142856
A2,A41,A0,110,7,0.05,1,0,353.7142857142857
A0,A21,A1,100,1,0.11,1,0,353.0
A1,A73,A2,150,3,,1,0,
A1,A66,A0,100,1,4.04,1,2,431.0
A1,A52,A0,140,5,0.19,1,260,426.57142857142856
A0,A4,A1,85,1,5.85,2,215,429.85714285714283
A2,A74,A0,210,1,0.22,1,6,405.14285714285717
A2,A8,A0,146,18,0.5,1,0,374.57142857142856
A0,A63,A1,20,3,0.26,1,18,374.42857142857144
A0,A0,A0,75,2,,1,174,
A2,A10,A0,100,2,0.28,1,0,255.71428571428572
A1,A1,A2,30,1,4.05,9,361,428.14285714285717
A0,A0,A0,175,4,0.32,1,0,428.85714285714283
A1,A61,A1,60,20,,1,175,
A2,A33,A1,150,2,1.41,1,36,427.2857142857143
A1,A75,A1,58,2,0.67,2,365,431.0
A2,A13,A0,136,30,,15,317,
A0,A5,A1,88,1,0.68,3,238,431.0
A2,A13,A0,295,10,0.14,1,0,325.7142857142857
A0,A5,A0,125,4,,1,0,
A0,A0,A1,95,2,0.03,1,9,265.85714285714283
A2,A8,A1,200,2,0.46,1,0,426.0
A0,A0,A0,160,31,,1,54,
A2,A74,A0,795,3,2.56,1,16,429.2857142857143
A0,A42,A0,200,2,1.73,1,51,430.0
A0,A0,A0,150,2,0.31,1,0,422.7142857142857
A0,A6,A1,75,3,0.74,2,365,423.7142857142857
A0,A55,A0,185,3,1.67,1,0,425.7142857142857
A0,A5,A1,65,5,0.02,1,0,257.85714285714283
A0,A0,A0,300,2,,1,0,
A1,A106,A1,68,1,,1,0,
A1,A86,A1,55,1,12.12,5,153,430.0
A1,A28,A0,99,1,3.0,2,357,431.85714285714283
A2,A3,A1,125,1,0.8,2,0,397.85714285714283
A0,A6,A1,65,2,2.82,8,349,430.0
A3,A64,A1,39,2,,8,58,
A0,A5,A0,150,5,0.46,1,24,415.57142857142856
A0,A38,A0,285,3,1.41,2,292,426.0
A2,A23,A0,189,1,4.0,1,180,430.85714285714283
,A40,A0,125,4,0.05,1,0,353.2857142857143
A0,A108,A1,30,3,,1,27,
A1,A28,A1,75,3,,4,362,
A0,A78,A2,45,1,2.94,5,342,431.0
A1,A73,A0,135,30,0.06,1,231,430.85714285714283
A0,A38,A0,119,6,0.25,1,0,428.14285714285717
A2,A33,A2,70,3,1.38,2,0,429.85714285714283
A0,A0,A0,159,3,0.05,2,0,265.85714285714283
A2,A41,A1,1200,60,,1,365,
A3,A58,A1,49,3,0.73,2,0,376.57142857142856
A2,A7,A1,70,1,4.64,1,41,429.57142857142856
A1,A28,A1,50,1,0.11,2,0,353.2857142857143
A2,A33,A0,160,3,,1,5,
,A33,A1,115,3,0.59,1,0,402.85714285714283
A2,A23,A0,225,2,0.85,1,44,430.14285714285717
A0,A51,A1,60,2,0.51,1,155,429.7142857142857
A1,A76,A0,70,2,4.72,1,105,430.57142857142856
A0,A51,A1,39,180,,1,179,
A0,A6,A0,60,2,0.47,3,153,408.7142857142857
A0,A55,A1,64,1,2.71,1,76,429.2857142857143
A2,A44,A1,339,1,6.59,7,364,429.7142857142857
A1,A61,A1,50,2,1.38,3,365,431.14285714285717
A0,A38,A0,250,4,1.95,1,222,431.14285714285717
A0,A62,A0,125,3,1.82,1,30,429.57142857142856
A2,A13,A0,90,4,0.27,1,239,428.0
A1,A59,A0,127,2,0.25,2,0,295.2857142857143
A2,A8,A1,115,1,2.55,1,128,427.2857142857143
A2,A17,A0,325,2,0.42,5,56,421.85714285714283
A2,A84,A0,160,7,0.17,1,335,428.0
A2,A41,A0,60,1,,1,0,
A0,A12,A0,200,5,0.06,2,157,403.7142857142857
A0,A118,A0,110,3,2.28,1,339,430.57142857142856
A1,A52,A1,70,1,1.81,2,359,429.85714285714283
A2,A23,A1,90,1,3.1,5,164,429.57142857142856
A0,A21,A1,60,7,0.16,1,0,426.57142857142856
A0,A6,A1,50,4,0.18,2,0,426.85714285714283
A1,A105,A1,109,1,0.08,1,365,376.7142857142857
A0,A0,A1,55,2,5.1,1,156,430.7142857142857
A2,A10,A0,170,1,0.02,1,0,235.42857142857142
A2,A23,A1,100,1,1.19,1,89,423.0
A2,A45,A0,140,2,0.55,1,0,395.85714285714283
A0,A42,A1,45,1,1.88,2,135,425.85714285714283
A0,A5,A0,71,5,,1,0,
A1,A73,A0,285,2,2.54,1,172,428.85714285714283
A2,A19,A1,80,3,2.58,1,83,429.7142857142857
A2,A23,A1,200,3,,1,0,
A2,A2,A1,160,3,0.44,3,123,430.14285714285717
A2,A2,A0,70,6,0.26,1,188,330.0
A2,A19,A0,503,2,2.1,327,294,426.14285714285717
A2,A17,A0,140,30,0.29,1,182,429.7142857142857
A0,A12,A0,139,1,6.64,1,257,430.85714285714283
A2,A8,A1,100,1,0.07,1,365,373.57142857142856
A0,A12,A1,45,1,,2,88,
A2,A8,A0,150,5,0.08,1,5,381.0
A0,A5,A1,100,4,,1,0,
A2,A11,A0,130,7,,1,0,
A2,A8,A0,148,4,1.39,1,121,429.14285714285717
A0,A12,A0,150,5,0.05,1,0,381.85714285714283
A2,A3,A0,220,3,2.01,1,256,427.57142857142856
A2,A3,A1,69,2,,11,365,
A2,A2,A1,40,1,0.05,1,0,248.85714285714286
A1,A34,A0,150,1,1.91,2,155,428.7142857142857
A0,A4,A0,160,5,0.11,1,0,380.85714285714283
A1,A73,A1,55,14,0.45,1,61,430.57142857142856
A2,A10,A0,595,2,0.47,1,55,424.57142857142856
A0,A21,A1,300,1,0.53,7,14,397.85714285714283
A0,A0,A0,250,2,3.51,1,275,429.85714285714283
A2,A36,A1,46,30,,1,92,
A2,A19,A1,150,7,1.65,1,351,423.2857142857143
A2,A74,A0,425,2,1.38,1,39,430.42857142857144
A2,A10,A0,675,28,0.63,49,253,425.85714285714283
A2,A3,A2,44,1,3.38,2,5,429.85714285714283
A0,A26,A0,53,12,0.74,1,32,417.42857142857144
A2,A36,A0,160,1,5.59,1,21,429.42857142857144
A2,A45,A0,195,6,,1,0,
A0,A5,A1,40,1,0.12,1,0,332.14285714285717
A1,A100,A1,99,1,0.93,1,284,428.0
A0,A0,A1,125,4,0.3,1,0,364.14285714285717
A2,A45,A1,54,4,,1,0,
A0,A0,A0,175,3,0.85,1,0,393.85714285714283
A0,A4,A0,135,5,1.75,1,0,430.0
A0,A101,A0,143,14,0.04,1,10,282.7142857142857
A2,A3,A1,63,30,0.32,6,335,413.42857142857144
A2,A8,A0,150,2,0.55,1,0,277.57142857142856
A2,A3,A1,75,3,0.39,3,301,428.0
A2,A7,A0,585,2,1.0,1,97,430.85714285714283
A0,A0,A0,150,1,,1,0,
A2,A8,A0,130,2,0.03,1,0,300.7142857142857
A2,A13,A0,120,1,0.02,1,0,171.42857142857142
A0,A0,A1,50,5,0.62,2,10,429.7142857142857
A0,A0,A0,175,2,,1,81,
A2,A3,A0,54,30,,1,0,
A2,A44,A0,278,30,,232,147,
A0,A110,A0,177,3,0.6,3,363,392.85714285714283
A2,A3,A0,128,30,,1,89,
A0,A5,A1,72,1,0.14,1,0,372.85714285714283
A2,A23,A1,110,1,3.38,5,0,424.85714285714283
A0,A51,A0,85,1,,1,0,
A2,A33,A0,150,3,0.08,1,0,380.85714285714283
A1,A20,A0,115,3,4.43,1,3,429.85714285714283
A1,A75,A1,45,1,11.91,2,345,431.57142857142856
A0,A12,A1,97,3,,2,0,
A2,A8,A1,55,30,,8,310,
A3,A82,A1,75,2,1.74,1,246,424.85714285714283
A2,A13,A0,160,4,1.31,2,8,430.7142857142857
A2,A3,A0,175,3,2.0,1,171,431.14285714285717
A2,A3,A0,95,2,0.11,1,0,255.85714285714286
A2,A11,A0,175,2,0.47,1,0,386.85714285714283
A0,A6,A1,120,7,,1,365,
A2,A45,A0,600,3,0.67,1,210,426.0
A1,A28,A1,44,1,,1,0,
A2,A45,A0,105,45,0.26,1,109,301.14285714285717
A0,A21,A0,199,3,0.49,28,84,429.7142857142857
A0,A6,A1,60,1,0.42,1,81,425.2857142857143
A2,A8,A1,85,1,,1,15,
A0,A62,A1,200,5,,1,342,
A0,A5,A0,215,1,2.86,1,250,429.42857142857144
A0,A26,A1,45,14,0.81,4,31,427.85714285714283
A0,A12,A0,125,1,4.38,1,98,428.14285714285717
A2,A7,A0,250,2,0.25,3,4,405.42857142857144
A1,A9,A1,47,30,,10,365,
A1,A20,A2,30,3,1.0,12,345,429.42857142857144
A0,A49,A0,150,30,0.37,1,365,396.7142857142857
A1,A52,A1,70,1,,1,0,
A0,A5,A1,37,1,0.03,1,0,292.14285714285717
A0,A81,A1,85,1,,1,0,
A2,A23,A0,251,3,3.0,1,258,431.42857142857144
A4,A150,A0,70,1,7.12,1,230,430.0
A0,A6,A0,120,2,2.78,2,270,430.0
A0,A6,A0,60,3,0.49,1,0,407.14285714285717
A2,A2,A0,89,2,0.79,1,346,429.85714285714283
A1,A66,A1,30,1,2.17,3,361,427.7142857142857
A2,A10,A1,110,3,1.36,1,12,428.85714285714283
A0,A21,A0,110,3,0.79,1,0,426.7142857142857
A0,A6,A1,64,1,,1,83,
,A46,A1,38,2,,1,176,
A0,A12,A1,60,2,1.02,5,0,427.57142857142856
A0,A5,A1,58,2,1.48,5,167,432.0
A0,A51,A0,120,60,1.11,1,0,428.2857142857143
A1,A165,A1,60,2,1.68,3,81,420.7142857142857
A0,A0,A0,190,2,2.97,1,239,431.0
A0,A12,A0,100,2,0.08,1,0,265.57142857142856
A0,A21,A0,112,10,0.28,1,21,421.42857142857144
A2,A17,A0,205,3,1.01,1,262,429.85714285714283
A2,A41,A0,99,30,0.14,1,0,196.57142857142858
A1,A9,A1,90,1,2.26,1,1,426.85714285714283
A2,A3,A1,70,1,0.22,1,0,279.0
A2,A102,A1,120,3,0.7,1,10,428.7142857142857
A2,A11,A0,199,30,,4,365,
A2,A8,A0,314,30,,232,330,
A2,A8,A1,128,7,0.26,1,249,419.7142857142857
A2,A23,A0,170,1,1.01,1,3,429.85714285714283
A0,A78,A1,50,30,,3,166,
A0,A0,A1,68,3,0.25,1,0,333.42857142857144
A0,A40,A0,135,1,0.37,1,0,312.2857142857143
A2,A45,A0,150,2,3.0,1,164,430.85714285714283
A2,A11,A0,299,2,0.37,1,88,339.7142857142857
A2,A45,A0,225,2,0.71,1,363,429.0
A2,A3,A0,150,2,0.89,2,157,412.85714285714283
A2,A2,A0,90,1,1.87,1,170,423.85714285714283
A0,A0,A1,80,2,,1,0,
A0,A39,A1,90,2,2.25,4,360,426.85714285714283
A2,A2,A1,40,4,0.02,1,0,248.71428571428572
A2,A45,A0,95,3,,1,0,
A0,A0,A1,65,3,0.13,1,0,369.42857142857144
A0,A4,A1,60,1,0.71,1,0,428.0
A0,A39,A1,40,7,0.81,9,346,427.0
A2,A17,A0,1500,3,1.21,1,54,430.0
A2,A7,A1,110,3,0.69,1,0,388.2857142857143
A2,A7,A0,250,1,2.46,1,185,429.85714285714283
A0,A42,A0,130,3,1.06,1,41,429.85714285714283
A0,A6,A1,65,2,0.34,1,0,392.14285714285717
A2,A35,A1,104,31,0.05,2,0,343.2857142857143
A0,A0,A1,101,2,0.4,1,0,333.7142857142857
A2,A48,A0,150,30,0.61,8,332,425.14285714285717
A2,A23,A1,99,1,5.74,3,179,431.0
A2,A10,A0,675,28,0.95,49,253,421.42857142857144
A2,A74,A1,85,1,3.63,12,360,429.85714285714283
A0,A5,A1,130,3,0.23,1,0,336.7142857142857
A0,A5,A0,182,9,0.37,1,23,425.14285714285717
A0,A118,A0,86,2,,1,0,
A2,A3,A0,130,2,0.13,1,0,291.85714285714283
A0,A0,A1,70,28,1.01,6,303,426.7142857142857
A2,A8,A1,140,1,0.73,7,1,424.85714285714283
A0,A6,A1,55,3,0.43,1,0,321.85714285714283
A1,A30,A2,23,1,2.12,6,308,427.0
A2,A17,A0,300,2,0.27,1,0,366.85714285714283
A0,A78,A0,99,3,1.05,5,365,426.0
A2,A36,A1,115,3,0.83,2,0,375.85714285714283
A2,A74,A0,260,5,,1,17,
A0,A38,A0,195,1,0.49,1,0,399.57142857142856
A2,A45,A0,170,1,0.77,1,0,405.14285714285717
A0,A0,A1,75,1,0.02,1,0,227.14285714285714
A0,A0,A0,200,1,,1,0,
A0,A0,A1,80,5,,1,0,
A2,A14,A0,100,21,,1,222,
A0,A21,A0,124,1,0.5,1,6,416.85714285714283
A2,A8,A0,120,4,0.07,1,0,248.0
A3,A112,A1,85,3,0.38,1,341,420.85714285714283
A3,A91,A1,35,2,1.55,3,156,428.0
A1,A77,A2,65,1,0.42,3,179,397.7142857142857
A3,A121,A1,50,1,2.41,5,365,427.85714285714283
A0,A5,A0,175,1,3.97,1,9,431.57142857142856
A0,A81,A1,145,1,3.1,3,282,426.85714285714283
A1,A52,A0,100,7,0.05,1,0,279.7142857142857
A0,A0,A1,96,1,3.27,4,44,428.85714285714283
A2,A3,A0,174,3,2.62,3,165,428.14285714285717
A2,A10,A0,198,2,1.19,13,322,424.57142857142856
A2,A3,A1,60,1,1.59,1,57,429.7142857142857
A2,A50,A0,150,1,0.1,1,0,375.57142857142856
A2,A8,A1,100,3,,2,52,
A2,A19,A0,280,3,3.0,1,199,431.7142857142857
A2,A41,A1,90,2,1.73,1,320,423.57142857142856
A2,A10,A1,120,1,0.89,1,17,424.85714285714283
A0,A5,A1,44,1,,1,0,
A2,A23,A0,150,45,0.21,12,267,417.85714285714283
A2,A13,A0,190,28,0.41,1,283,426.57142857142856
A1,A116,A0,450,7,,1,0,
A0,A0,A1,60,2,0.34,3,0,394.0
A0,A0,A0,160,3,,1,0,
A2,A8,A0,170,30,6.18,1,291,425.57142857142856
A0,A108,A0,256,2,2.52,1,166,431.0
A2,A45,A1,95,5,0.03,3,0,285.42857142857144
A2,A2,A0,235,1,1.68,3,352,431.42857142857144
A0,A51,A1,85,1,0.16,1,0,300.85714285714283
A0,A5,A1,45,32,,1,85,
A0,A29,A1,55,2,0.58,1,0,396.85714285714283
A2,A3,A1,54,3,,1,19,
A1,A75,A1,135,1,0.05,18,180,340.85714285714283
,A3,A0,94,1,0.57,3,316,431.2857142857143
A0,A81,A1,35,1,,1,0,
A0,A0,A0,225,3,1.63,3,275,431.57142857142856
A0,A29,A0,100,2,0.2,1,0,226.0
A2,A45,A0,115,14,0.03,1,0,281.2857142857143
A1,A28,A1,89,1,3.49,9,342,431.85714285714283
A2,A19,A0,145,29,0.42,96,341,425.42857142857144
A1,A76,A0,65,1,3.64,1,65,430.42857142857144
A4,A132,A0,140,2,1.57,2,340,431.57142857142856
A0,A0,A1,69,2,0.25,1,0,363.85714285714283
A0,A51,A1,42,2,,1,0,
A1,A9,A1,52,2,1.09,1,326,422.2857142857143
A1,A52,A1,50,1,0.31,1,0,366.7142857142857
A1,A161,A0,87,2,1.11,1,0,335.85714285714283
A1,A73,A0,155,2,2.86,1,309,429.2857142857143
A3,A112,A2,45,1,,1,0,
A2,A48,A0,198,30,,49,364,
A2,A23,A0,190,1,2.95,1,299,430.7142857142857
A2,A23,A0,95,30,0.11,5,337,376.0
A2,A8,A0,140,5,,1,0,
A2,A10,A0,225,30,,12,343,
A2,A3,A1,80,2,0.08,2,0,329.2857142857143
A2,A102,A0,255,31,,1,317,
A1,A77,A1,40,2,2.83,4,5,427.14285714285717
A0,A12,A1,80,1,5.52,1,214,428.7142857142857
A0,A5,A1,35,5,0.22,1,0,352.2857142857143
A1,A53,A0,120,7,,3,122,
A0,A0,A1,78,2,2.0,1,5,431.2857142857143
A1,A86,A0,120,1,,1,264,
A0,A6,A0,199,1,1.46,1,178,419.85714285714283
A2,A35,A0,210,2,4.13,1,169,431.0
A2,A23,A1,200,3,0.83,1,332,426.42857142857144
A2,A35,A1,120,2,4.07,1,283,429.2857142857143
A1,A20,A1,35,30,,103,191,
A0,A5,A0,120,2,,1,0,
A2,A10,A0,350,3,0.74,3,89,426.7142857142857
A0,A67,A1,70,1,0.91,1,297,427.2857142857143
A2,A2,A2,63,1,0.04,2,0,229.0
A0,A72,A0,150,5,0.31,1,0,331.57142857142856
A2,A7,A1,99,2,1.3,1,0,357.7142857142857
A2,A23,A0,226,2,3.35,1,56,426.7142857142857
A0,A6,A0,135,4,1.8,1,26,431.85714285714283
A0,A67,A1,85,2,,1,0,
A0,A0,A0,400,2,2.63,2,351,429.2857142857143
A2,A8,A0,230,5,0.11,1,0,391.57142857142856
A2,A48,A0,130,2,1.76,1,4,431.7142857142857
A1,A73,A0,125,3,2.9,1,83,430.85714285714283
A0,A12,A0,90,4,2.89,2,82,431.42857142857144
A1,A52,A1,80,1,0.04,1,0,221.57142857142858
A0,A5,A1,79,1,4.91,3,295,429.85714285714283
A2,A45,A0,153,2,0.81,1,274,427.7142857142857
A2,A102,A1,70,28,1.99,3,147,401.42857142857144
A2,A33,A0,220,4,1.01,1,4,430.0
A2,A7,A1,125,1,0.01,1,364,129.0
A2,A3,A0,289,1,,2,301,
,A6,A0,85,30,0.25,26,312,414.85714285714283
A0,A40,A0,75,29,1.0,1,200,428.57142857142856
A0,A0,A0,200,4,,1,0,
,A3,A0,145,4,1.9,2,262,430.7142857142857
A2,A23,A0,97,30,0.12,52,365,332.2857142857143
A2,A7,A0,325,4,2.03,1,65,431.85714285714283
A0,A6,A1,31,7,0.06,1,89,302.85714285714283
A0,A5,A1,60,2,2.76,1,22,428.7142857142857
A2,A2,A1,58,1,3.58,1,280,428.2857142857143
A0,A42,A0,8000,1,0.03,11,365,285.42857142857144
A2,A2,A1,50,1,2.35,1,343,428.2857142857143
A0,A5,A1,105,30,0.38,3,89,348.85714285714283
A2,A23,A0,145,2,0.46,1,0,405.2857142857143
A0,A5,A1,90,1,,1,0,
A2,A3,A1,125,2,0.07,1,87,281.42857142857144
A0,A21,A0,130,5,0.05,1,0,206.57142857142858
A0,A49,A1,33,1,4.08,2,231,431.14285714285717
A0,A62,A0,150,2,2.93,1,100,430.14285714285717
A0,A6,A0,150,3,1.0,2,21,430.42857142857144
A0,A40,A0,300,30,2.33,1,75,426.57142857142856
A0,A51,A0,90,1,0.06,1,0,275.85714285714283
A2,A45,A0,179,3,4.0,1,138,430.85714285714283
A0,A38,A1,80,2,1.86,1,189,420.7142857142857
A2,A152,A0,218,4,0.13,1,9,352.85714285714283
A2,A19,A0,189,30,0.11,121,365,409.0
A2,A13,A0,100,2,0.02,1,0,254.85714285714286
A0,A6,A1,50,14,1.21,1,129,430.14285714285717
A2,A3,A1,83,1,0.28,2,0,391.14285714285717
A0,A6,A0,120,3,0.35,1,0,427.2857142857143
A1,A59,A0,99,2,1.18,2,139,426.85714285714283
A0,A51,A0,85,3,0.21,1,97,390.57142857142856
A3,A112,A1,70,3,0.4,1,178,425.2857142857143
A2,A13,A0,188,3,,1,0,
A0,A162,A2,25,7,,6,343,
A0,A101,A0,68,2,0.2,1,0,338.85714285714283
A2,A152,A0,250,1,0.07,1,0,313.0
A0,A110,A1,45,4,0.66,1,323,428.14285714285717
A2,A13,A1,120,1,0.57,3,360,423.57142857142856
A0,A21,A0,129,30,0.1,52,342,429.7142857142857
A0,A0,A0,150,3,0.63,2,0,416.7142857142857
A0,A110,A0,91,1,2.01,1,172,430.85714285714283
A2,A32,A0,200,4,0.1,1,0,353.0
A0,A21,A1,149,14,0.73,1,364,404.85714285714283
A2,A32,A0,175,30,,2,274,
A2,A7,A1,80,3,1.1,1,28,431.14285714285717
A2,A7,A0,80,1,0.11,1,0,274.85714285714283
A1,A52,A0,65,14,,1,0,
A2,A8,A2,79,1,0.03,2,0,285.85714285714283
A2,A41,A1,40,3,0.02,1,0,260.2857142857143
A0,A56,A1,57,1,3.18,6,170,429.85714285714283
A2,A3,A0,250,4,,1,13,
A2,A3,A1,88,2,2.24,1,208,429.85714285714283
A0,A95,A0,170,7,0.55,1,0,406.7142857142857
A2,A50,A0,180,5,0.15,1,87,419.85714285714283
A0,A114,A0,49,5,0.42,1,34,416.2857142857143
A0,A5,A0,150,3,2.13,1,77,428.0
A0,A21,A1,56,7,1.96,2,163,370.85714285714283
A0,A5,A1,65,2,2.16,34,288,428.85714285714283
A0,A5,A0,199,2,3.92,2,238,431.42857142857144
A0,A21,A0,129,2,2.33,4,124,429.85714285714283
A2,A19,A0,454,2,3.33,327,297,428.14285714285717
A2,A85,A0,75,1,0.11,1,31,283.42857142857144
A0,A21,A0,500,5,,1,0,
A2,A13,A2,85,1,0.56,1,0,248.0
,A5,A1,65,15,,14,0,
A0,A6,A0,100,2,1.89,1,55,430.85714285714283
A2,A48,A0,100,1,0.64,1,0,407.7142857142857
A1,A97,A1,60,2,1.14,1,353,431.57142857142856
A4,A164,A0,190,1,,5,342,
A2,A32,A0,111,30,1.0,50,332,428.42857142857144
A0,A0,A0,150,5,,1,49,
A0,A6,A1,30,1,1.0,1,1,432.0
A0,A4,A0,150,5,0.25,1,363,429.85714285714283
A2,A85,A0,78,30,0.09,1,15,417.85714285714283
A0,A62,A0,90,7,0.07,3,50,371.7142857142857
A0,A12,A0,149,5,1.81,2,12,429.0
A0,A55,A0,130,2,,1,79,
A0,A95,A0,225,3,1.01,1,53,431.2857142857143
A2,A3,A1,350,7,0.34,1,0,386.42857142857144
