x0,x1,x2,y,x3,x4,x5,x6,x7
A1,A30,A1,40,1,1.37,2,59,427.7142857142857
A0,A12,A0,300,2,1.0,1,58,431.0
A2,A44,A0,169,30,0.15,23,365,325.85714285714283
A2,A19,A0,275,2,,1,0,
A0,A5,A1,40,1,0.12,1,0,376.85714285714283
A0,A5,A1,65,7,0.02,3,0,61.142857142857146
A3,A154,A1,68,1,1.55,1,347,425.85714285714283
A0,A0,A1,57,3,0.04,1,0,331.14285714285717
A0,A6,A1,40,2,,1,0,
A2,A35,A1,70,7,,1,0,
A0,A5,A0,145,2,4.15,4,109,430.2857142857143
A2,A23,A0,182,29,,327,302,
A2,A17,A0,175,6,0.62,1,0,393.0
A2,A10,A0,125,2,5.95,1,53,430.14285714285717
A2,A10,A1,285,1,1.39,2,365,405.2857142857143
A2,A3,A2,45,2,5.61,2,22,430.2857142857143
A2,A14,A0,400,1000,,1,362,
A0,A12,A0,87,1,0.3,3,0,408.0
A0,A5,A0,139,1,0.5,9,7,427.42857142857144
A2,A13,A1,100,5,,2,0,
A1,A77,A0,178,30,2.22,1,342,430.85714285714283
A2,A23,A0,525,5,0.61,1,80,425.7142857142857
A2,A74,A0,190,3,0.15,1,0,390.7142857142857
A0,A38,A0,150,7,0.06,1,0,282.0
A0,A5,A0,75,5,0.18,1,0,384.57142857142856
A2,A35,A0,130,3,2.06,1,7,431.0
A0,A12,A1,60,3,0.22,1,302,391.85714285714283
A0,A63,A0,70,7,,1,0,
A2,A74,A0,180,5,,1,214,
A1,A98,A1,120,3,,1,83,
A2,A2,A1,50,5,0.03,1,0,269.7142857142857
A2,A74,A1,80,1,0.48,2,0,415.0
A0,A6,A1,85,14,2.2,1,55,430.85714285714283
A2,A23,A0,170,3,1.4,1,1,429.57142857142856
A0,A0,A0,195,2,0.44,1,0,411.85714285714283
A2,A23,A1,80,1,3.34,1,0,360.57142857142856
A0,A49,A1,51,3,0.97,13,180,429.7142857142857
A2,A23,A0,239,2,4.18,1,118,431.57142857142856
A2,A74,A0,500,6,1.7,1,276,429.2857142857143
A0,A5,A0,120,5,0.2,1,301,391.14285714285717
A0,A5,A0,75,10,0.06,1,0,292.42857142857144
A1,A75,A1,80,14,1.05,2,365,415.85714285714283
A0,A6,A1,50,2,2.5,3,80,429.14285714285717
A0,A12,A0,105,2,2.25,2,286,431.0
A4,A65,A1,100,2,0.12,1,0,396.85714285714283
A2,A13,A1,145,2,,1,0,
,A6,A1,75,2,0.29,1,0,403.7142857142857
A2,A74,A0,146,7,0.21,1,353,402.57142857142856
A0,A42,A1,200,2,,1,0,
A2,A11,A0,176,2,,1,324,
A0,A196,A0,295,2,0.32,1,0,418.85714285714283
A0,A6,A1,150,30,0.27,1,143,404.7142857142857
A0,A0,A1,45,1,0.02,1,0,259.2857142857143
A2,A45,A1,79,1,4.53,1,31,431.0
A1,A20,A0,115,2,3.31,1,169,430.14285714285717
A0,A12,A1,109,2,2.87,5,352,430.85714285714283
A1,A52,A1,47,1,1.05,1,0,388.14285714285717
A0,A12,A1,45,1,0.44,3,0,403.0
A2,A50,A0,150,14,0.05,1,0,351.57142857142856
A0,A5,A1,50,2,0.7,3,279,431.0
A2,A50,A0,195,2,1.18,1,16,430.0
A0,A5,A2,31,1,3.08,17,85,429.85714285714283
A2,A10,A0,230,3,0.51,2,29,427.14285714285717
A2,A36,A0,120,5,1.04,1,341,429.85714285714283
A1,A20,A1,37,30,0.43,103,0,422.14285714285717
A2,A149,A1,40,3,,3,308,
,A78,A0,350,1,2.88,8,334,430.14285714285717
A0,A4,A0,180,2,2.62,1,151,428.85714285714283
A0,A26,A0,229,2,1.05,1,321,427.85714285714283
A2,A23,A1,150,1,,3,365,
A0,A5,A0,105,1,0.18,1,0,227.85714285714286
A2,A84,A1,65,25,0.9,5,365,402.2857142857143
A2,A41,A0,195,2,1.0,6,358,427.85714285714283
A2,A13,A0,220,1,0.08,1,0,248.85714285714286
A2,A17,A1,100,3,3.3,1,112,427.57142857142856
A0,A6,A1,90,5,2.03,2,133,367.57142857142856
A0,A39,A1,175,1,3.0,1,87,430.85714285714283
A0,A56,A0,82,5,1.0,3,29,430.2857142857143
A2,A3,A1,160,2,,4,180,
A2,A10,A0,699,3,1.18,49,204,428.85714285714283
A0,A6,A1,68,30,,4,191,
A1,A77,A1,57,1,6.32,4,156,431.57142857142856
A2,A2,A1,62,2,0.19,2,336,418.0
A1,A100,A1,55,1,0.23,5,281,296.42857142857144
A0,A110,A1,75,1,0.48,4,347,428.42857142857144
A2,A45,A1,70,3,0.09,1,0,344.7142857142857
A0,A6,A1,122,2,0.82,2,0,380.85714285714283
A4,A153,A2,20,4,0.06,1,0,357.57142857142856
A0,A40,A0,150,10,0.21,1,264,411.7142857142857
A0,A4,A1,40,1,1.1,1,65,424.0
A0,A12,A1,64,30,1.0,7,94,430.7142857142857
A0,A26,A1,70,2,1.53,3,358,423.85714285714283
A1,A9,A1,70,2,,1,0,
A0,A5,A1,38,2,0.73,1,0,402.14285714285717
A0,A104,A1,100,1,,1,362,
A2,A36,A1,125,3,0.84,3,212,426.14285714285717
A4,A128,A1,33,4,2.78,6,197,431.2857142857143
A0,A0,A0,180,2,,1,260,
A0,A0,A1,60,2,,1,0,
,A50,A1,100,1,,4,353,
A2,A8,A0,255,5,2.0,1,11,430.7142857142857
A0,A5,A0,150,3,1.6,3,170,431.14285714285717
A0,A6,A1,40,1,0.05,1,0,352.7142857142857
A2,A11,A0,240,1,6.13,1,121,431.42857142857144
A2,A3,A1,95,2,1.27,1,90,430.0
A2,A19,A0,164,29,,327,327,
A2,A8,A0,140,4,3.58,1,51,431.2857142857143
A0,A62,A1,80,2,3.42,2,160,426.2857142857143
A0,A31,A1,142,3,0.22,1,10,352.85714285714283
A2,A13,A0,85,2,0.18,1,0,273.85714285714283
A0,A5,A2,33,1,2.78,17,85,426.85714285714283
A2,A3,A1,88,30,,7,360,
A2,A8,A1,90,3,0.16,1,5,406.0
A2,A7,A1,89,1,0.11,4,0,240.28571428571428
A0,A12,A0,127,4,2.48,1,286,429.7142857142857
A0,A12,A1,75,2,0.43,3,365,288.85714285714283
A0,A5,A1,68,3,2.44,3,72,430.0
A2,A35,A0,110,10,0.08,1,0,318.85714285714283
A4,A201,A1,60,3,5.49,1,0,425.85714285714283
A0,A0,A0,175,3,0.05,1,0,275.2857142857143
A0,A6,A1,70,5,1.96,1,64,425.7142857142857
A2,A3,A1,70,2,1.4,4,238,424.2857142857143
A0,A6,A1,50,3,0.07,1,0,353.85714285714283
A0,A39,A1,45,30,,43,361,
A2,A13,A0,550,5,0.27,1,7,405.14285714285717
A1,A53,A1,150,1,0.4,1,0,421.42857142857144
A0,A0,A1,135,1,0.02,1,0,188.14285714285714
A0,A81,A1,63,2,0.05,1,0,272.85714285714283
A1,A161,A1,34,30,0.41,2,365,431.14285714285717
,A0,A0,175,3,0.53,1,5,426.7142857142857
A3,A64,A1,65,2,1.18,3,77,430.14285714285717
A2,A45,A0,150,30,,1,66,
A2,A23,A0,200,2,0.02,1,161,234.14285714285714
A2,A3,A1,55,2,4.44,2,330,431.14285714285717
A2,A13,A2,60,1,4.35,4,77,428.42857142857144
A0,A6,A1,70,1,0.85,1,331,431.0
A0,A51,A1,70,3,,1,38,
A2,A85,A1,52,7,,1,0,
A0,A114,A0,99,14,,2,33,
A2,A13,A2,65,3,2.6,1,138,429.7142857142857
A0,A0,A0,209,3,0.24,1,0,392.2857142857143
A0,A5,A1,71,2,0.22,1,91,431.0
A1,A61,A0,80,1,6.13,1,143,430.0
A2,A7,A0,225,4,0.29,1,0,405.2857142857143
A0,A0,A0,195,3,0.22,1,0,391.0
A2,A23,A0,180,30,0.25,39,337,421.0
A1,A28,A1,60,1,0.09,2,0,385.2857142857143
A1,A34,A1,40,30,,15,40,
A0,A29,A1,45,1,0.61,4,32,430.0
A2,A8,A0,100,5,0.07,1,0,76.57142857142857
A3,A71,A1,29,4,0.15,1,0,334.85714285714283
A2,A10,A0,150,10,,1,111,
A0,A12,A1,50,3,0.03,1,0,274.42857142857144
A2,A16,A0,175,2,,1,0,
A2,A23,A1,110,3,2.79,1,281,430.0
A0,A31,A1,70,60,,1,156,
A2,A8,A1,85,10,0.27,4,18,418.2857142857143
A0,A51,A1,40,2,0.47,1,0,429.85714285714283
A2,A23,A1,99,1,,5,365,
A0,A12,A1,50,1,0.12,1,0,358.85714285714283
,A144,A0,200,2,0.95,1,4,431.7142857142857
A2,A8,A0,190,1,,1,0,
A1,A105,A1,42,2,2.4,3,365,431.7142857142857
A0,A51,A1,62,1,1.58,1,334,429.2857142857143
A0,A5,A0,150,2,0.46,1,0,348.0
A2,A50,A1,100,3,0.87,2,355,423.0
A2,A8,A0,190,2,,1,0,
A2,A23,A2,65,1,4.19,8,204,431.85714285714283
A2,A23,A0,98,60,0.82,1,343,421.57142857142856
A2,A3,A1,39,30,0.16,1,0,405.14285714285717
A2,A3,A1,80,2,3.37,3,178,428.42857142857144
A1,A28,A0,140,30,0.14,15,244,384.7142857142857
A0,A12,A0,99,3,0.26,1,0,406.7142857142857
A2,A84,A0,121,2,1.07,1,0,430.0
A2,A36,A1,50,30,0.04,9,333,336.57142857142856
A1,A76,A0,85,2,0.92,1,142,406.0
A0,A6,A1,80,1,0.34,3,342,426.14285714285717
A0,A12,A1,100,1,0.04,2,365,236.42857142857142
A0,A0,A0,160,30,0.26,1,59,421.57142857142856
A2,A10,A0,199,30,,12,226,
A2,A3,A0,170,3,2.23,1,0,417.85714285714283
A0,A5,A0,85,28,,1,74,
A2,A36,A1,90,2,3.09,6,0,430.0
A0,A6,A1,69,30,0.67,1,7,321.2857142857143
A1,A9,A0,50,3,3.21,1,65,430.2857142857143
A0,A67,A1,47,1,0.42,1,362,423.85714285714283
A2,A50,A0,265,4,1.31,1,257,429.2857142857143
A0,A0,A0,115,20,0.02,1,0,175.85714285714286
A0,A12,A1,105,1,0.02,1,0,161.57142857142858
A0,A6,A1,75,2,0.24,1,0,378.85714285714283
A0,A39,A2,38,30,,4,365,
A1,A52,A1,74,1,6.77,1,348,431.85714285714283
A0,A42,A1,90,2,1.23,1,149,428.14285714285717
A0,A5,A1,80,7,,1,61,
A1,A20,A2,39,2,1.96,6,344,429.85714285714283
A0,A5,A1,39,2,0.07,1,0,313.2857142857143
A2,A11,A1,84,1,,8,0,
A0,A5,A1,80,1,0.12,1,0,295.42857142857144
A4,A176,A2,95,3,,7,37,
A2,A7,A0,170,1,,1,0,
A0,A6,A1,38,2,0.93,2,141,426.57142857142856
A2,A36,A0,70,7,0.02,1,0,174.0
A2,A23,A1,189,15,,1,0,
A0,A6,A1,50,1,0.02,1,0,158.57142857142858
A2,A36,A2,45,1,4.16,7,83,430.14285714285717
A1,A73,A1,40,1,3.17,2,57,426.0
A2,A32,A0,449,1,1.0,1,216,431.42857142857144
,A22,A0,160,7,0.08,1,261,378.42857142857144
,A13,A1,115,10,0.03,1,0,271.42857142857144
A0,A0,A1,75,1,0.17,1,0,264.14285714285717
A2,A10,A0,200,4,0.93,1,32,430.0
A0,A26,A1,55,1,1.76,7,58,429.14285714285717
A0,A12,A0,150,5,1.07,1,202,431.0
A2,A3,A0,145,7,0.58,2,0,343.0
A0,A104,A2,50,1,0.03,1,0,288.85714285714283
A1,A52,A0,170,1,0.52,1,60,423.85714285714283
A2,A45,A0,140,1,0.1,1,0,274.57142857142856
A2,A19,A0,100,29,,327,326,
A2,A45,A0,150,3,0.08,1,0,427.85714285714283
A1,A9,A1,59,1,2.34,3,359,428.85714285714283
A0,A6,A1,75,2,0.48,1,0,419.14285714285717
A1,A75,A1,135,1,0.05,18,365,349.85714285714283
A2,A3,A1,112,2,2.59,2,340,427.42857142857144
A0,A5,A0,113,4,0.63,1,191,431.85714285714283
A2,A19,A0,325,5,2.84,1,131,427.85714285714283
A2,A3,A0,225,4,,1,364,
A2,A19,A0,245,2,2.0,327,299,429.14285714285717
A0,A5,A0,125,2,5.16,1,57,431.7142857142857
A2,A3,A0,175,4,0.55,1,7,397.0
A0,A39,A1,35,7,0.98,9,131,424.7142857142857
A2,A7,A0,225,1,,2,0,
A0,A5,A1,72,6,0.76,3,66,425.42857142857144
A0,A0,A0,225,3,0.55,1,0,382.85714285714283
A1,A75,A1,135,1,,18,365,
A0,A21,A2,35,30,0.09,10,364,384.57142857142856
A0,A0,A0,220,3,1.97,1,44,430.7142857142857
A0,A42,A1,125,1,4.34,1,0,430.0
A2,A8,A0,312,30,0.23,232,359,413.42857142857144
A1,A61,A0,69,2,1.5,6,36,424.85714285714283
A0,A42,A0,100,1,,1,6,
A3,A154,A0,120,3,2.5,3,45,426.85714285714283
A2,A45,A0,128,4,0.6,1,0,404.2857142857143
A2,A84,A0,245,4,0.58,1,0,372.57142857142856
A1,A52,A0,74,2,,1,0,
A0,A0,A0,171,1,4.87,1,293,431.0
A3,A82,A1,30,4,0.35,2,0,424.2857142857143
A0,A21,A0,399,1,,33,364,
A2,A84,A1,125,1,,1,0,
A2,A10,A0,149,2,2.63,1,163,428.57142857142856
A1,A30,A2,37,1,0.33,6,361,426.0
A2,A13,A0,110,3,2.0,1,15,431.57142857142856
A2,A125,A1,55,1,0.97,1,1,417.14285714285717
A2,A8,A2,40,7,,1,42,
,A23,A0,145,7,,1,5,
A0,A6,A1,105,1,,1,0,
A0,A0,A1,79,2,0.06,1,0,231.0
A2,A3,A0,289,3,0.53,1,365,417.42857142857144
A0,A5,A1,65,1,4.29,1,179,430.7142857142857
A0,A5,A0,119,2,1.58,1,217,428.85714285714283
A0,A0,A0,300,7,,2,354,
A2,A23,A1,115,1,5.25,12,194,429.42857142857144
A0,A95,A0,275,3,0.96,2,35,424.2857142857143
A2,A23,A1,89,4,1.06,2,286,430.85714285714283
A0,A5,A1,78,3,1.43,1,362,430.85714285714283
A0,A6,A1,30,1,0.62,1,0,417.85714285714283
A0,A0,A0,120,5,0.16,1,0,405.42857142857144
A2,A23,A0,185,30,0.21,31,332,414.7142857142857
A0,A5,A1,63,3,,1,0,
A2,A11,A1,118,3,0.29,1,0,336.7142857142857
A2,A7,A0,175,3,1.86,1,51,429.0
A1,A59,A0,100,3,0.07,2,200,381.0
A0,A0,A1,80,2,0.89,3,0,382.7142857142857
A2,A10,A1,70,5,0.22,1,0,412.2857142857143
A0,A6,A2,54,5,1.56,2,0,392.57142857142856
A0,A40,A0,250,1,2.38,1,2,431.0
A2,A35,A0,220,4,0.08,1,16,380.2857142857143
A1,A59,A1,60,1,0.13,8,129,337.57142857142856
A0,A0,A0,250,2,1.31,1,223,426.14285714285717
A0,A40,A0,130,3,2.94,2,101,429.57142857142856
A0,A110,A1,45,1,7.0,1,68,431.7142857142857
A2,A32,A0,150,30,0.28,50,333,408.57142857142856
A0,A114,A0,160,3,0.79,1,177,426.42857142857144
A2,A19,A0,150,1,0.04,2,0,218.85714285714286
A2,A36,A1,84,4,2.06,2,8,430.7142857142857
A1,A61,A1,31,30,0.62,103,269,428.42857142857144
A2,A74,A0,175,14,1.36,1,0,414.85714285714283
A0,A0,A0,162,5,0.51,1,5,427.14285714285717
A0,A114,A0,262,30,0.02,1,16,209.57142857142858
A2,A17,unknown,200,27,0.01,1,0,79.14285714285714
A2,A36,A0,100,5,2.19,1,0,426.57142857142856
A0,A49,A0,275,3,1.67,1,256,431.2857142857143
A0,A38,A0,100,14,0.21,1,0,380.0
A2,A36,A0,90,2,0.04,1,0,322.85714285714283
A0,A0,A1,58,3,4.26,2,188,431.42857142857144
A2,A80,A0,1200,5,0.98,1,347,428.7142857142857
A1,A161,A1,25,1,5.59,6,216,431.42857142857144
A2,A36,A1,99,2,1.83,4,158,429.85714285714283
A2,A19,A0,425,1,6.68,6,253,431.7142857142857
A0,A5,A0,100,2,3.16,1,273,431.85714285714283
A0,A5,A1,123,2,2.72,6,251,427.0
A0,A5,A0,189,7,0.1,2,303,316.0
A2,A23,A1,79,1,,1,0,
A2,A7,A0,90,6,0.23,1,0,382.7142857142857
A0,A6,A1,45,1,0.04,1,0,227.57142857142858
A2,A13,A1,230,3,1.28,1,0,426.2857142857143
A2,A35,A0,350,4,1.06,2,283,424.2857142857143
A2,A8,A0,219,2,4.2,1,316,431.0
A2,A36,A1,75,1,0.51,2,0,344.85714285714283
A0,A51,A1,65,3,2.05,2,208,430.0
A2,A36,A2,55,1,3.86,7,89,430.85714285714283
A2,A8,A0,200,2,1.52,1,0,427.85714285714283
A2,A23,A1,155,1,4.1,11,240,430.57142857142856
A2,A19,A0,256,2,2.67,327,293,428.57142857142856
A2,A19,A0,174,29,,96,313,
A3,A154,A0,125,3,4.34,1,253,431.14285714285717
A0,A38,A1,95,5,,2,0,
A2,A45,A0,300,31,0.31,33,326,405.2857142857143
A2,A2,A0,105,2,,1,0,
A2,A33,A0,156,3,0.08,1,0,301.14285714285717
A2,A23,A0,255,3,1.4,1,188,427.0
A0,A5,A1,90,2,2.26,1,250,430.7142857142857
A2,A8,A0,148,4,0.13,1,0,300.85714285714283
A1,A52,A0,84,1,,1,90,
A2,A11,A1,105,1,1.79,1,362,428.85714285714283
A0,A108,A0,130,14,0.48,2,33,426.0
A2,A23,A0,197,1,,1,0,
A0,A12,A0,149,28,0.36,1,265,422.0
A2,A10,A0,714,28,,49,257,
A0,A6,A2,29,30,0.1,6,324,403.2857142857143
A0,A26,A1,72,1,3.94,1,20,430.0
A1,A73,A0,129,1,1.7,2,95,428.57142857142856
A0,A78,A0,119,1,5.37,1,140,429.85714285714283
A0,A29,A0,64,5,1.22,1,0,431.0
A0,A6,A1,150,3,,1,93,
A2,A3,A1,70,1,1.65,2,169,429.85714285714283
A1,A161,A0,99,4,2.41,1,81,429.85714285714283
A2,A23,A1,99,1,1.54,1,265,418.14285714285717
A0,A24,A1,32,29,0.17,1,1,391.85714285714283
A0,A0,A1,100,14,,1,88,
A2,A3,A1,50,10,,1,55,
A2,A74,A0,349,5,0.45,1,358,422.7142857142857
A2,A35,A0,219,6,0.64,1,188,389.14285714285717
A2,A48,A2,39,2,0.52,2,326,417.0
A2,A8,A1,130,3,3.08,2,23,429.85714285714283
A2,A19,A1,86,4,0.06,1,0,283.0
A2,A45,A0,275,7,0.66,1,0,404.85714285714283
A2,A19,A0,450,1,,1,0,
A0,A0,A1,53,3,0.02,1,0,248.42857142857142
A2,A45,A1,80,1,,1,56,
A0,A0,A0,169,1,0.67,2,215,427.57142857142856
A2,A3,A1,100,2,0.02,5,0,245.28571428571428
A0,A26,A1,70,3,,1,50,
A1,A28,A1,50,1,2.32,8,79,426.85714285714283
A0,A12,A1,51,7,,1,0,
A0,A0,A1,55,1,,1,0,
A2,A33,A1,109,5,0.07,1,22,382.57142857142856
A2,A23,A1,129,3,,1,5,
A0,A5,A0,112,3,4.62,3,219,431.85714285714283
A0,A51,A1,129,3,0.26,3,75,402.7142857142857
A0,A0,A0,218,30,0.82,3,342,424.85714285714283
A0,A5,A1,50,1,5.38,2,57,431.0
A0,A5,A1,70,1,0.85,2,111,429.57142857142856
,A3,A1,75,5,0.1,1,0,378.7142857142857
A3,A131,A0,75,3,,1,0,
A2,A84,A0,250,4,1.71,1,188,428.14285714285717
A0,A6,A1,45,4,0.47,1,0,390.7142857142857
A0,A12,A0,146,28,0.77,1,24,426.0
A2,A19,A0,209,1,5.82,5,1,431.7142857142857
A2,A17,A0,197,2,3.0,1,2,430.42857142857144
A2,A8,A0,300,2,0.05,4,0,347.85714285714283
A1,A52,A1,55,7,0.33,2,0,421.85714285714283
A0,A0,A1,95,1,0.14,1,0,192.28571428571428
A2,A10,A1,600,2,,2,2,
A2,A19,A0,245,29,,96,304,
A2,A7,A1,109,1,0.06,3,0,359.7142857142857
A0,A6,A1,55,2,,3,314,
A0,A12,A1,45,1,0.02,1,0,230.0
A1,A86,A0,99,1,7.12,1,138,431.57142857142856
A1,A20,A1,78,2,0.91,4,365,431.0
A2,A10,A1,280,2,1.0,1,363,428.7142857142857
A2,A13,A1,60,30,,32,328,
A0,A101,A0,300,2,,1,35,
A2,A8,A0,173,2,0.13,1,0,335.2857142857143
A0,A6,A1,65,1,4.77,1,79,430.14285714285717
A2,A8,A1,60,3,1.31,1,240,429.85714285714283
A0,A5,A0,295,7,,1,0,
A0,A12,A1,85,2,0.99,2,27,431.2857142857143
A2,A13,A0,200,15,0.14,1,365,400.57142857142856
,A10,A0,125,365,0.21,1,365,232.14285714285714
,A6,A1,74,3,2.27,1,46,426.85714285714283
A2,A33,A0,225,3,,1,0,
A2,A48,A0,109,30,0.15,31,134,392.0
A2,A19,A0,12,300,,1,0,
A0,A12,A1,50,1,0.02,1,0,231.85714285714286
A2,A32,A0,219,30,0.07,23,362,374.42857142857144
A1,A144,A0,250,4,2.16,1,183,430.0
A2,A113,A0,250,3,0.31,1,1,405.57142857142856
,A51,A1,72,3,0.66,2,334,394.0
A0,A6,A1,69,2,0.89,3,145,427.0
A1,A34,A1,55,1,1.75,3,332,429.0
A2,A45,A0,500,4,0.48,1,11,430.57142857142856
,A13,A0,220,7,1.45,1,23,428.57142857142856
A0,A39,A0,175,3,2.23,1,162,431.0
A1,A161,A0,299,3,3.6,1,155,429.14285714285717
A2,A19,A0,495,2,2.5,327,265,428.57142857142856
A0,A21,A0,200,2,0.77,1,0,431.2857142857143
A2,A84,A0,300,3,0.66,1,87,425.14285714285717
A0,A0,A0,200,3,0.02,1,0,227.14285714285714
A0,A38,A1,48,30,,25,341,
A2,A13,A0,125,1,,1,0,
A3,A140,A1,65,5,,5,365,
A2,A10,A0,310,1,0.7,8,0,420.85714285714283
A2,A11,A0,275,2,0.05,3,0,349.42857142857144
A0,A5,A0,150,4,0.27,2,0,339.2857142857143
A0,A29,A0,99,4,3.97,2,137,431.14285714285717
A2,A84,A0,125,2,0.27,1,0,426.57142857142856
A0,A159,A2,25,3,1.05,10,0,428.14285714285717
A2,A32,A0,200,29,,327,339,
A2,A7,A1,69,3,0.6,5,270,425.0
A2,A36,A0,379,4,3.06,1,219,431.85714285714283
A2,A3,A1,100,1,,1,0,
A1,A20,A0,150,30,0.12,2,365,281.7142857142857
A2,A36,A0,95,7,,1,0,
A0,A0,A1,98,1,2.37,1,53,428.85714285714283
A0,A0,A0,250,3,1.05,1,41,431.2857142857143
A2,A45,A0,233,30,,232,249,
A0,A21,A0,75,1,5.7,1,1,430.0
A3,A91,A1,35,1,3.18,1,0,430.42857142857144
A1,A75,A1,70,1,2.76,1,67,422.85714285714283
,A26,A1,85,2,1.56,3,264,431.42857142857144
A0,A6,A1,59,3,1.3,1,63,430.0
A2,A8,A0,300,4,0.59,1,0,424.85714285714283
A0,A51,A2,30,3,0.14,1,189,305.85714285714283
A0,A12,A0,145,4,0.25,1,0,399.85714285714283
A2,A23,A0,275,1,8.86,1,189,431.57142857142856
A0,A0,A0,249,9,0.66,1,0,340.2857142857143
A0,A5,A0,200,2,1.69,1,253,430.85714285714283
A2,A10,A1,224,3,,1,3,
A0,A24,A1,20,1,1.66,1,14,430.14285714285717
A0,A12,A0,50,4,0.12,1,220,422.0
A0,A0,A0,108,28,0.66,6,332,421.57142857142856
,A0,A1,89,2,1.83,3,0,387.0
A0,A0,A0,220,5,0.03,1,0,300.14285714285717
A2,A23,A0,150,1,0.67,1,0,323.42857142857144
A2,A23,A0,500,3,14.0,2,45,431.85714285714283
A0,A5,A0,111,3,1.65,1,261,429.0
A2,A23,A0,250,5,2.72,1,0,393.0
A0,A29,A0,90,30,,1,53,
A0,A40,A0,305,2,5.19,1,101,431.14285714285717
A1,A77,A1,75,1,0.46,3,364,422.85714285714283
A0,A26,A1,80,1,0.39,3,5,375.85714285714283
,A0,A0,110,2,0.31,1,12,431.0
,A45,A0,186,2,3.42,1,77,430.42857142857144
A0,A12,A1,40,2,0.46,1,0,373.14285714285717
A2,A7,A0,106,1,0.39,1,364,396.85714285714283
A2,A7,A0,209,3,,2,5,
A0,A51,A0,330,3,1.05,2,18,431.2857142857143
A2,A48,A0,273,30,,232,157,
A2,A10,A0,190,30,,65,364,
A2,A32,A0,350,30,,23,327,
A0,A6,A1,30,1,3.6,1,93,429.85714285714283
A0,A5,A2,65,1,0.09,1,0,321.85714285714283
A0,A0,A1,100,7,0.28,1,365,416.85714285714283
A2,A85,A1,40,3,2.87,1,260,430.2857142857143
A0,A40,A1,103,30,0.82,1,0,288.2857142857143
A0,A26,A0,94,4,0.88,1,7,427.2857142857143
A2,A10,A0,239,29,,96,326,
A2,A10,A1,489,2,,1,311,
A0,A6,A0,90,5,,1,12,
A0,A49,A1,62,3,0.68,8,340,429.0
A2,A3,A1,65,1,4.22,1,93,429.57142857142856
A2,A13,A0,200,5,0.05,1,0,286.2857142857143
A2,A17,A1,80,1,0.02,1,0,249.14285714285714
A1,A75,A0,85,1,5.0,1,62,431.85714285714283
A2,A10,A1,500,3,0.02,3,0,241.28571428571428
A0,A49,A0,100,1,1.39,2,289,430.85714285714283
A2,A10,A0,380,2,,3,2,
A2,A13,A0,479,5,2.68,1,159,429.14285714285717
A2,A23,A0,150,7,2.67,1,213,429.85714285714283
A2,A36,A1,75,4,3.55,1,60,429.85714285714283
A2,A80,A1,1500,1,,1,365,
A0,A5,A0,130,3,0.39,1,89,429.85714285714283
A2,A36,A0,127,2,0.15,1,0,347.0
A0,A0,A0,130,10,0.04,1,0,330.14285714285717
A2,A23,A2,75,1,3.64,6,174,429.85714285714283
A2,A48,A0,450,2,0.05,1,0,288.2857142857143
A0,A0,A1,110,3,,1,0,
A0,A5,A1,65,30,2.84,4,365,427.14285714285717
,A20,A1,42,40,0.43,3,246,426.7142857142857
A2,A74,A1,115,1,1.11,2,113,430.85714285714283
A0,A51,A0,185,2,0.27,1,0,404.57142857142856
A0,A0,A0,150,2,1.27,1,1,429.14285714285717
A2,A8,A0,150,3,0.11,1,0,353.14285714285717
A0,A0,A1,75,3,,1,7,
,A13,A0,75,1,2.13,1,5,422.7142857142857
A0,A51,A0,150,3,3.32,3,264,431.0
A0,A5,A1,65,2,,1,0,
A0,A40,A0,180,3,0.13,1,0,383.0
A3,A187,A1,23,2,1.25,1,36,431.14285714285717
A2,A74,A0,590,10,,1,84,
A0,A0,A0,150,5,0.67,1,0,428.57142857142856
A0,A5,A1,43,1,3.65,6,152,429.85714285714283
A2,A45,A0,70,2,2.24,1,4,428.85714285714283
A2,A44,A1,199,1,27.95,9,299,431.85714285714283
A2,A10,A0,210,5,0.63,1,0,405.42857142857144
A0,A67,A1,89,4,1.41,3,340,429.57142857142856
A2,A80,A1,100,30,,1,0,
A1,A20,A1,55,1,4.93,3,322,431.0
A2,A8,A1,105,5,1.61,2,0,392.42857142857144
A1,A34,A1,35,30,0.9,15,7,426.7142857142857
A0,A0,A1,59,15,0.28,1,0,327.85714285714283
A4,A132,A1,31,7,0.19,1,357,396.2857142857143
,A73,A0,149,3,3.0,1,30,431.2857142857143
A2,A19,A1,60,15,0.03,1,0,266.0
A0,A5,A1,50,1,1.3,1,354,421.42857142857144
A3,A64,A1,34,1,0.05,1,0,272.14285714285717
A2,A8,A1,50,1,,1,0,
A0,A6,A0,172,3,2.99,2,247,430.57142857142856
A2,A23,A1,150,1,3.29,2,316,425.2857142857143
A0,A0,A1,70,3,6.67,3,142,431.85714285714283
A2,A36,A1,70,3,1.36,1,40,421.14285714285717
A2,A2,A1,29,134,,1,0,
A0,A0,A0,190,3,0.26,2,0,425.85714285714283
A2,A36,A0,120,3,0.86,1,0,400.85714285714283
A0,A43,A0,99,2,1.36,1,69,429.85714285714283
A2,A2,A1,45,1,0.07,4,90,370.85714285714283
A2,A41,A0,113,45,,1,87,
,A2,A1,70,7,0.18,1,0,387.14285714285717
A2,A23,A0,400,2,6.2,1,95,431.42857142857144
A2,A8,A0,149,3,2.4,1,1,427.85714285714283
A2,A10,A0,198,30,,49,364,
